yourlist:M2016041565YVM8RPRK	Entry
SATB2	F8WCV6
SATB2	Q9UPW6
SATL1	Q86VE3
SAV1	G3V453
SAV1	H0YJ02
SAV1	H0YJH0
SAV1	H0YJT4
SAV1	Q9H4B6
SAYSD1	Q9NPB0
SBDS	A0A087X020
SBDS	A0A0S2Z5F7
SBDS	A0A0S2Z5I7
SBDS	F8WE72
SBDS	Q9Y3A5
SBF1	A0A024R4Z9
SBF1	G5E933
SBF1	H0Y5W8
SBF1	O95248
SBF1	Q6PGN5
SBF1	Q86TK5
SBF2	A0A087WZP7
SBF2	H0Y767
SBF2	H0YD05
SBF2	H0YDZ1
SBF2	Q86WG5
SBK1	Q52WX2
SBK2	P0C263
SBNO1	A3KN83
SBNO2	A0JNW0
SBNO2	K7ENA9
SBNO2	K7ERL2
SBNO2	K7ES28
SBNO2	Q9Y2G9
SBSN	K7ESC4
SBSN	Q6UWP8
SBSPON	Q8IVN8
SC5D	E9PPW5
SC5D	E9PQ91
SC5D	O75845
SCAF1	M0R232
SCAF1	M0R2L3
SCAF1	M0R3G4
SCAF1	Q7Z6I4
SCAF11	A0A087WTB7
SCAF11	A0A087WUE7
SCAF11	A0A0A0MTP7
SCAF11	A8MTP4
SCAF11	A8MUK0
SCAF11	F8VXG7
SCAF11	F8W6K1
SCAF11	Q99590
SCAF4	O95104
SCAF8	A0A0A0MT33
SCAF8	Q9UPN6
SCAI	H7C4U2
SCAI	H7C5A3
SCAI	Q3SXZ0
SCAI	Q8N9R8
SCAMP1	A0A087WTX8
SCAMP1	A0A087WU14
SCAMP1	A0A087WXB0
SCAMP1	A0A087WZA6
SCAMP1	O15126
SCAMP2	H3BMN2
SCAMP2	H3BN93
SCAMP2	H3BPL9
SCAMP2	H3BQW2
SCAMP2	H3BUB6
SCAMP2	H3BV04
SCAMP2	O15127
SCAMP2	Q6IBK3
SCAMP3	O14828
SCAMP3	Q6FHJ5
SCAMP4	A0A087WU01
SCAMP4	A0A087WVT5
SCAMP4	A0A087WYP4
SCAMP4	C9JWM2
SCAMP4	K7EJJ4
SCAMP4	Q969E2
SCAMP5	A0A0A8K8F5
SCAMP5	H3BMY4
SCAMP5	H3BNB3
SCAMP5	H3BNH7
SCAMP5	H3BNW6
SCAMP5	H3BP89
SCAMP5	H3BS22
SCAMP5	H3BT30
SCAMP5	H3BTD1
SCAMP5	H3BU33
SCAMP5	Q8TAC9
SCAND1	H0UIA5
SCAND1	P57086
SCAND2P	Q9GZW5
SCAP	A0A0A0MTG6
SCAP	C9JFY0
SCAP	C9JQ35
SCAP	D6RA39
SCAP	F8W921
SCAP	F8W9W7
SCAP	F8WDP3
SCAP	F8WEH8
SCAP	Q12770
SCAP	Q6PIX8
SCAPER	H3BPB0
SCAPER	H3BPM0
SCAPER	H3BQ61
SCAPER	H3BQF3
SCAPER	H3BR40
SCAPER	H3BS25
SCAPER	H3BT27
SCAPER	H3BTL8
SCAPER	H3BTY2
SCAPER	H3BU24
SCAPER	Q6NSF1
SCAPER	Q9BY12
SCARA3	Q6AZY7
SCARA5	Q6ZMJ2
SCARB1	A0A024RBS4
SCARB1	A0A0S2Z3I2
SCARB1	A0A0S2Z3N2
SCARB1	B7ZKQ9
SCARB1	F5H4X0
SCARB1	F5H5E8
SCARB1	Q8WTV0
SCARB2	A0A024RDG6
SCARB2	D6RDG0
SCARB2	L0R538
SCARB2	Q14108
SCARF1	A0A0A0MR54
SCARF1	D3DTI2
SCARF1	I3L4R9
SCARF1	L8EAP7
SCARF1	Q14162
SCARF2	A0A087WVE7
SCARF2	A0A096LNX8
SCARF2	Q96GP6
SCCPDH	Q8NBX0
SCD	O00767
SCD5	Q86SK9
SCD5	Q86UC8
SCD5	Q9BSN4
SCEL	F2Z2X8
SCEL	O95171
SCFD1	G3V2M8
SCFD1	G3V363
SCFD1	G3V3K9
SCFD1	G3V4I1
SCFD1	G3V551
SCFD1	G3V5E2
SCFD1	G3V5F3
SCFD1	H0YIZ7
SCFD1	H0YJS6
SCFD1	H0YJY1
SCFD1	J3KNG4
SCFD1	Q8WVM8
SCFD2	A0A087WUD7
SCFD2	D6RCK6
SCFD2	Q8WU76
SCG2	C9JDT0
SCG2	C9JQI2
MEN1,SCG2	O00255
SCG2	P13521
SCG3	H0YKC2
SCG3	Q8WXD2
SCG5	C9J650
SCG5	C9JNY7
SCG5	H7C4X7
SCG5	P05408
SCGB1A1	A0A0S2Z4L0
SCGB1A1	A0A0S2Z4R6
SCGB1A1	E9PN95
SCGB1A1	P11684
SCGB1C1	Q8TD33
SCGB1D1	O95968
SCGB1D2	O95969
SCGB1D4	Q6XE38
SCGB2A1	O75556
SCGB2A2	Q13296
SCGB2A2	Q6NX70
SCGB2B2	Q4G0G5
SCGB3A1	Q96QR1
SCGB3A2	D6RBX5
SCGB3A2	Q2L6B3
SCGB3A2	Q96PL1
SCGN	O76038
SCGN	Q96P10
SCHIP1	C9JWG6
SCHIP1	F8WDG0
SCHIP1	Q9P0W5
SCIMP	I3L1W2
SCIMP	Q6UWF3
SCIN	C9JGB6
SCIN	E5RHN8
SCIN	E5RHX6
SCIN	F8WBX5
SCIN	Q75MG0
SCIN	Q9Y6U3
SCLT1	D6RBA6
SCLT1	D6RBP0
SCLT1	D6RDM2
SCLT1	Q96NL6
SCLY	A0A0A0MQU4
SCLY	B4DDP9
SCLY	C9JNL5
SCLY	F8WBU3
SCLY	F8WCL3
SCLY	H7C1N7
SCLY	H7C1S7
SCLY	H7C277
SCLY	H7C280
SCLY	H7C2H3
SCLY	H7C2M1
SCLY	H7C3V9
SCLY	H7C4A1
SCLY	L8E8S1
SCLY	Q96I15
SCMH1	A0A087WW29
SCMH1	Q96GD3
SCML1	A0A024RBY0
SCML1	A0A024RBZ7
SCML1	Q5H966
SCML1	Q9UN30
SCML2	H0Y6S1
SCML2	Q9UQR0
SCML4	A0A0B4J1S9
SCML4	F2Z2X1
SCML4	Q5T0T5
SCML4	Q8N228
SCN10A	Q9Y5Y9
SCN11A	Q86XP4
SCN11A	Q9UI33
SCN11A	Q9UKU5
SCN1A	F8T7W4
SCN1A	F8T7W5
SCN1A	F8T7W6
SCN1A	F8T7W7
SCN1A	F8T7W8
SCN1A	P35498
SCN1B	B4DI92
SCN1B	Q07699
SCN1B	Q2KHR9
SCN1B	Q8WU42
SCN2A	A0A0D9SGG2
SCN2A	F6U291
SCN2A	Q99250
SCN2B	O60939
SCN2B	Q5U0K8
SCN3A	C9JBM7
SCN3A	E7EUE6
SCN3A	L8E9G6
SCN3A	Q9C007
SCN3A	Q9GZM4
SCN3A	Q9NY46
SCN3B	A0A024R3H7
SCN3B	E9PJP6
SCN3B	E9PQS8
SCN3B	Q9NY72
SCN4A	J3QQZ1
SCN4A	O60217
SCN4A	P35499
SCN4A	Q9H3L9
SCN4B	B0YJ93
SCN4B	Q8IWT1
SCN5A	A0A0A0MT39
SCN5A	A3EY18
SCN5A	A3EY19
SCN5A	A3EY20
SCN5A	A3EY21
SCN5A	D3YHE8
SCN5A	E9PG18
SCN5A	E9PHB6
SCN5A	H9KVD2
SCN5A	K4DIA1
SCN5A	Q14524
SCN5A	Q2QFB5
SCN5A	Q86V90
SCN5A	Q8WTQ6
SCN5A	Q8WTS0
SCN5A	Q8WWN5
SCN5A	Q8WWN6
SCN5A	S5NU80
SCN7A	C9JII9
SCN7A	C9JW43
SCN7A	F8WD82
SCN7A	Q01118
SCN8A	F8W0Q0
SCN8A	Q6B4S2
SCN8A	Q6B4S3
SCN8A	Q6B4S4
SCN8A	Q8WWN3
SCN8A	Q9GZR0
SCN8A	Q9P2Q6
SCN8A	Q9UQD0
SCN9A	A0A0C4DG82
SCN9A	D3DPB7
SCN9A	F5C0A4
SCN9A	H7C064
SCN9A	Q15858
SCN9A	Q53QP0
SCNM1	Q9BWG6
SCNN1A	C5HTY8
SCNN1A	C5HTY9
SCNN1A	C5HTZ1
SCNN1A	F5GXE6
SCNN1A	F5H5F8
SCNN1A	J3KPV6
SCNN1A	P37088
SCNN1A	Q6UP09
SCNN1B	A0A087WZI2
SCNN1B	B2R812
SCNN1B	H3BQ95
SCNN1B	H3BRM4
SCNN1B	H3BUQ8
SCNN1B	P51168
SCNN1B	Q8WY56
SCNN1B	Q8WY57
SCNN1G	A5X2V1
SCNN1G	P51170
SCNN1G	Q6LA62
SCNN1G	Q6LCK3
SCNN1G	Q6LCK4
SCNN1G	Q6LCK5
SCNN1G	Q6LCK6
SCO1	J3QL56
SCO1	J3QR42
SCO1	O75880
SCO2	C9JBU1
SCO2	O43819
SCOC	A0A0C4DGB0
SCOC	Q9UIL1
SCP2	E9PLD1
SCP2	H0YCB0
SCP2	H0YD06
SCP2	H0YEU8
SCP2	H0YF61
SCP2	L0R5C7
CTDSP2,SCP2	O14595
SCP2	P22307
SCP2D1	Q9UJQ7
SCPEP1	I3L195
SCPEP1	I3L2N6
SCPEP1	I3L4Z3
SCPEP1	I3L4Z9
SCPEP1	I3L506
SCPEP1	Q9HB40
SCRG1	D6RD99
SCRG1	O75711
SCRG1	Q6FGG5
SCRIB	A0A0G2JMS7
SCRIB	A0A0G2JNZ2
SCRIB	A0A0G2JPP5
SCRIB	A0PJK8
SCRIB	H0YCG0
SCRIB	H0YDF9
SCRIB	Q14160
SCRN1	A0A024RA21
SCRN1	A0A090N7T9
SCRN1	B8ZZP4
SCRN1	C9J7U9
SCRN1	C9K052
SCRN1	Q12765
SCRN2	J3KS57
SCRN2	J3KT79
SCRN2	J3QL71
SCRN2	J3QQM9
SCRN2	J3QR84
SCRN2	J3QRJ1
SCRN2	Q96FV2
SCRN3	A0A087WW14
SCRN3	C9JID8
SCRN3	C9JNS3
SCRN3	F8W0M9
SCRN3	F8WBX0
SCRN3	H9KVC8
SCRN3	Q0VDG4
SCRN3	Q0VDG5
SCRT1	Q9BWW7
SCRT2	Q9NQ03
SCT	P09683
SCTR	A0A0D9SFV7
SCTR	A0A0D9SFY2
SCTR	P47872
SCTR	Q8IV17
SCUBE1	A0A087X285
SCUBE1	A0JP65
SCUBE1	B1AH90
SCUBE1	H0Y4Y9
SCUBE1	Q86TI6
SCUBE1	Q8IWY4
SCUBE2	A0A0A0MTC8
SCUBE2	H0YD28
SCUBE2	H0YDN3
SCUBE2	H0YEB3
SCUBE2	H0YEI5
SCUBE2	Q9NQ36
SCUBE3	Q8IX30
SCX	Q7RTU7
SCYL1	A0A0A0MQX4
SCYL1	E9PK59
SCYL1	E9PPN3
SCYL1	E9PS17
SCYL1	H0YCI6
SCYL1	H0YDH0
SCYL1	Q96KG9
SCYL2	A0A0U1RQQ9
SCYL2	F8VPW3
SCYL2	F8VSC5
SCYL2	H0YI32
SCYL2	H0YIK6
SCYL2	Q6P3W7
SCYL3	Q8IZE3
SCYL3	X6RHX1
SDAD1	D6RC74
SDAD1	D6RIR5
SDAD1	E7EW05
SDAD1	F8W8T7
SDAD1	Q9NVU7
SDC1	E9PHH3
SDC1	F8WCX9
SDC1	H7C1K4
SDC1	P18827
SDC2	A0A024R9D1
SDC2	E5RHU3
SDC2	E5RJB8
SDC2	E7ESK6
SDC2	E9PBI9
SDC2	P34741
SDC3	A0A0S2Z4U3
SDC3	D3DPN2
SDC3	L8E9N4
SDC3	O75056
SDC4	B4E1S6
SDC4	P31431
SDCBP	A0A024R7Z5
SDCBP	B4DHN5
SDCBP	E9PBU7
SDCBP	G5EA09
SDCBP	O00560
SDCBP2	Q9H190
SDCCAG3	A0A0A0MRP9
SDCCAG3	B5MDD7
SDCCAG3	H7C331
SDCCAG3	Q96C92
SDCCAG8	A0A024R5P5
SDCCAG8	A0A0C4DG71
SDCCAG8	A0A0G2JQM2
SDCCAG8	A0A0G2JR20
SDCCAG8	A0A0G2JR50
SDCCAG8	Q86SQ7
SDCCAG8	S4R323
SDE2	Q6IQ49
SDF2	K7ELH6
SDF2	K7ELI9
SDF2	Q6IBU4
SDF2	Q99470
SDF2L1	Q9HCN8
SDF4	A0A024R084
SDF4	A0A024R0A9
SDF4	G3V1E2
SDF4	H0Y3T6
SDF4	Q9BRK5
SDHA	A0A024QZ30
SDHA	A0A087X1I3
SDHA	D6REB7
SDHA	D6RFM5
SDHA	H0Y8S2
SDHA	H0Y8X1
SDHA	P31040
SDHA	Q0QF12
SDHAF1	A6NFY7
SDHAF2	F5H4T4
SDHAF2	F5H8E2
SDHAF2	F8W679
SDHAF2	M0QY91
SDHAF2	M0QYN2
SDHAF2	M0R060
SDHAF2	Q9NX18
SDHB	A0A087WWT1
SDHB	A0A087WXX8
SDHB	P21912
SDHB	Q70SX8
SDHC	A0A087WZU7
SDHC	A0A0S2Z4B0
SDHC	A0A0S2Z4B6
SDHC	A0A0S2Z4B7
SDHC	A0A0S2Z4C9
SDHC	D3DVH1
SDHC	D6RBX6
SDHC	Q6IAQ2
SDHC	Q99643
SDHD	A0A0S2Z4H7
SDHD	A0A0S2Z4J3
SDHD	E9PK73
SDHD	G3V173
SDHD	H0YD41
SDHD	H0YD96
SDHD	O14521
SDIM1	Q6ZPB5
SDK1	A0A087WTQ6
SDK1	F8W6X9
SDK1	H7C255
SDK1	Q7Z5N4
SDPR	O95810
SDR16C5	G3V145
SDR16C5	Q8N3Y7
SDR39U1	F6RWC2
SDR39U1	G3V2Z6
SDR39U1	G3V3J5
SDR39U1	G3V451
SDR39U1	G3V4N6
SDR39U1	G3V4Z0
SDR39U1	G3V5T1
SDR39U1	H0YJ71
SDR39U1	Q86TZ5
SDR39U1	Q9NRG7
SDR42E1	E9PQ06
SDR42E1	Q8WUS8
SDR9C7	Q8NEX9
SDS	F8VW93
SDS	F8VXS0
SDS	P20132
SDSL	A0A024RBL2
SDSL	F8VYZ3
SDSL	F8VZ97
SDSL	H0YIA2
SDSL	H0YID3
SDSL	Q96GA7
SEBOX	F6T8T6
SEBOX	Q9HB31
SEC11A	H0YKT4
SEC11A	H0YNA5
SEC11A	H0YNG3
SEC11A	H0YNX5
SEC11A	P67812
SEC11C	A0A0A0MR04
SEC11C	B4DI03
SEC11C	K7EJQ7
SEC11C	Q9BY50
SEC13	A0A0C4DFR6
SEC13	A8MXL6
SEC13	C9J0S2
SEC13	C9JBJ5
SEC13	C9JIB6
SEC13	E7ERC8
SEC13	P55735
SEC14L1	A0A024R8V1
SEC14L1	A5PLM6
SEC14L1	D5G3K3
SEC14L1	D5G3K4
SEC14L1	K7EIJ7
SEC14L1	K7EJ08
SEC14L1	K7EJJ2
SEC14L1	K7ELM0
SEC14L1	K7ELU0
SEC14L1	K7EPE4
SEC14L1	K7EQK4
SEC14L1	K7ERB3
SEC14L1	K7ESI4
SEC14L1	Q92503
SEC14L2	A0A024R1I5
SEC14L2	B3KRD8
SEC14L2	C9JTM4
SEC14L2	C9JYY7
SEC14L2	C9JZI9
SEC14L2	F8WED8
SEC14L2	F8WEE7
SEC14L2	O76054
SEC14L3	B5MC44
SEC14L3	F8WB08
SEC14L3	H7C1Y0
SEC14L3	Q495V9
SEC14L3	Q6ISB2
SEC14L4	B2RMR2
SEC14L4	B3KSF0
SEC14L4	D7F472
SEC14L4	F8WEM2
SEC14L4	Q9UDX3
SEC14L5	K7ERV2
SEC14L5	O43304
SEC16A	A0A0C4DH09
SEC16A	A0PJ75
SEC16A	A4QN18
SEC16A	A4QN19
SEC16A	F1T0I1
SEC16A	G1UI25
SEC16A	J3KNL6
SEC16A	O15027
SEC16A	Q8N9G1
SEC16A	Q9BV84
SEC16A	X6RGP5
SEC16B	E9PK14
SEC16B	H0YE70
SEC16B	Q96JE7
SEC16B	U3KQ39
SEC22A	C9J463
SEC22A	C9JDJ8
SEC22A	C9JNZ0
SEC22A	C9JR77
SEC22A	C9JRY4
SEC22A	C9JZ27
SEC22A	F8WAU7
SEC22A	Q96IW7
SEC22B	A0A087X1A9
SEC22B	I1VE16
SEC22B	I1VE17
SEC22B	I1VE18
SEC22B	I1VE19
SEC22B	I1VE20
SEC22B	O75396
SEC22C	A0A024R2N5
SEC22C	A0A0S2Z4S0
SEC22C	A0A0S2Z4S8
SEC22C	C9J2R1
SEC22C	C9J448
SEC22C	C9J9A4
SEC22C	C9JNW1
SEC22C	F8VQT7
SEC22C	F8WBN1
SEC22C	F8WDR5
SEC22C	H7C479
SEC22C	Q9BRL7
SEC23A	F5H365
SEC23A	G3V1W4
SEC23A	G3V2R6
SEC23A	G3V3G5
SEC23A	G3V4Q2
SEC23A	G3V4V1
SEC23A	G3V5K1
SEC23A	G3V5X8
SEC23A	L8ECD0
SEC23A	Q15436
SEC23B	Q15437
SEC23B	Q5QPE1
SEC23B	Q5QPE2
SEC23IP	A0A0C4DH82
SEC23IP	H7C0V8
SEC23IP	H7C4C4
SEC23IP	Q9Y6Y8
SEC24A	H0Y9J6
SEC24A	O95486
SEC24B	O95487
SEC24C	A0A024QZM6
SEC24C	A0A0U1RR49
SEC24C	A0A0U1RR58
SEC24C	G5EA31
SEC24C	P53992
SEC24D	D6RAE2
SEC24D	D6RBM1
SEC24D	D6RGJ5
SEC24D	E9PC44
SEC24D	E9PDM8
SEC24D	E9PG84
SEC24D	O94855
SEC24D	Q49AI3
SEC24D	Q4W5D3
SEC31A	A0A024A2P5
SEC31A	D6RAB3
SEC31A	D6RBT0
SEC31A	D6RCQ9
SEC31A	D6RE64
SEC31A	D6REA9
SEC31A	D6REC0
SEC31A	D6REX3
SEC31A	D6RHE8
SEC31A	D6RHZ5
SEC31A	H0Y8V7
SEC31A	H0Y8W8
SEC31A	H0Y9K1
SEC31A	H0Y9T9
SEC31A	H0Y9V3
SEC31A	H0YAB3
SEC31A	H0YAF5
SEC31A	H7BXG7
SEC31A	O94979
SEC31A	U3KQC9
SEC31A	U3KQR3
SEC31B	E9PKR7
SEC31B	F6TTE0
SEC31B	Q9NQW1
SEC61A1	B3KNF6
SEC61A1	B4DR61
SEC61A1	C9JXC6
SEC61A1	P61619
SEC61A2	A6NIF9
SEC61A2	A6NK38
SEC61A2	C9JJV4
SEC61A2	F2Z2C7
SEC61A2	F8W776
SEC61A2	H7C069
SEC61A2	H7C1Q9
SEC61A2	H7C1S8
SEC61A2	Q8TC24
SEC61A2	Q9H9S3
SEC61B	P60468
SEC61B	S4R3B5
SEC61G	A0A024QYZ0
SEC61G	P60059
SEC62	A0JLN5
SEC62	F8WCJ7
SEC62	F8WDG8
SEC62	F8WF48
SEC62	Q3KR08
SEC62	Q99442
SEC63	A0A0S2Z518
SEC63	A0A0S2Z5M1
SEC63	A6PVC9
SEC63	F8WB27
SEC63	Q9UGP8
SECISBP2	A4FTX8
SECISBP2	Q4V370
SECISBP2	Q5HYY5
SECISBP2	Q96T21
SECISBP2L	H0YKY4
SECISBP2L	H0YNT4
SECISBP2L	J3KPI1
SECISBP2L	Q93073
SECTM1	J3KS40
SECTM1	J3KSN0
SECTM1	J3KTR4
SECTM1	J3QKK2
SECTM1	J3QQU6
SECTM1	J3QR99
SECTM1	J3QRU5
SECTM1	Q8WVN6
SEH1L	K7ELV2
SEH1L	K7ENI5
SEH1L	K7EP88
SEH1L	K7EPZ5
SEH1L	Q96EE3
SEL1L	G3V3B3
SEL1L	L8E9A3
SEL1L	Q12916
SEL1L	Q3ZCU6
SEL1L	Q9UBV2
SEL1L3	D6RCE1
SEL1L3	D6RDH1
SEL1L3	D6RF11
SEL1L3	H0Y8P8
SEL1L3	H0Y9M6
SEL1L3	H0YA36
SEL1L3	Q68CR1
SELE	P16581
SELE	Q5TI72
SELE	Q5TI73
SELE	Q5TI74
SELE	Q5TI75
SELE	V9GYI4
SELENBP1	A6PVX1
SELENBP1	C9JVL0
SELENBP1	F2Z2W8
SELENBP1	F8WBA9
SELENBP1	F8WCR4
SELENBP1	H0Y532
SELENBP1	Q13228
SELENBP1	Q9H8A8
SELK	A8K0M9
SELK	F6XHT0
SELK	F8WAX7
SELK	Q9Y6D0
SELL	A0A024R8Z0
SELL	A0A0H5AY34
SELL	P14151
SELL	Q8WW79
SELM	A0A024R1H1
SELM	A0A087WWF1
SELM	Q8WWX9
SELO	A0A087X0Q9
SELO	Q9BVL4
SELP	A0A024R8Y9
SELP	A0A0S2Z4F5
SELP	A0A0S2Z509
SELP	F6VVT6
SELP	P16109
SELP	Q5R341
SELP	Q5R342
SELP	Q5R345
SELP	Q5R349
SELP	Q6NUL9
SELP	Q8N1E9
SELPLG	A0A0C4DFY0
SELPLG	Q14242
SELT	A0A087WVA1
SELT	F8WBD0
SELT	P62341
SELT	Q6IAK0
SELV	A0A087WYK0
SELV	C9IZ47
SELV	M0QZN9
SELV	P59797
SEMA3A	A0A0C4DG50
SEMA3A	C9J9C4
SEMA3A	C9JD25
SEMA3A	Q14563
SEMA3A	Q75MQ2
SEMA3A	Q86UJ2
SEMA3B	A0A087WZE0
SEMA3B	A0A0C4DGV8
SEMA3B	B4DEK9
SEMA3B	Q13214
SEMA3B	Q6PI51
SEMA3B	Q9HBR1
SEMA3C	F2Z2Y0
SEMA3C	F8WEP9
SEMA3C	Q75L25
SEMA3C	Q75MX0
SEMA3C	Q99985
SEMA3D	C9JYT6
SEMA3D	O95025
SEMA3E	C9JVH5
SEMA3E	F8WCZ5
SEMA3E	O15041
SEMA3F	C9IYS6
SEMA3F	C9J1V2
SEMA3F	C9J4H5
SEMA3F	C9JPG5
SEMA3F	H7C4A2
SEMA3F	Q13275
SEMA3G	C9JXB2
SEMA3G	H7C5M7
SEMA3G	Q9NS98
SEMA4A	A0A0J9YVY6
SEMA4A	Q5TCI4
SEMA4A	Q5TCI6
SEMA4A	Q5TCJ5
SEMA4A	Q5TCJ7
SEMA4A	Q9H3S1
SEMA4B	H0YKV7
SEMA4B	H0YLN3
SEMA4B	H0YM68
SEMA4B	H0YMD6
SEMA4B	H0YMR1
SEMA4B	H0YMZ3
SEMA4B	H0YN49
SEMA4B	H0YNC4
SEMA4B	H0YNM2
SEMA4B	J3KNP4
SEMA4B	Q4VBY2
SEMA4B	Q9NPR2
SEMA4C	C9J4M7
SEMA4C	C9JV89
SEMA4C	Q53RE7
SEMA4C	Q6P5A5
SEMA4C	Q9C0C4
SEMA4D	A0A0C4DG45
SEMA4D	C9JD54
SEMA4D	C9JFP1
SEMA4D	C9JYS7
SEMA4D	E9PFD9
SEMA4D	F5H044
SEMA4D	Q92854
SEMA4F	A0A087WYZ7
SEMA4F	B7Z931
SEMA4F	C9JKW7
SEMA4F	C9K0A1
SEMA4F	F8WCP8
SEMA4F	F8WD61
SEMA4F	F8WEH3
SEMA4F	O95754
SEMA4G	E5RFG2
SEMA4G	E5RGX4
SEMA4G	H0YBN3
SEMA4G	Q9NTN9
SEMA4G	Q9NWU8
SEMA5A	D6RAF4
SEMA5A	Q13591
SEMA5A	X5DPA6
SEMA5A	X5DR95
SEMA5B	B5ME80
SEMA5B	C9JKR3
SEMA5B	C9JTV9
SEMA5B	C9JTX2
SEMA5B	F8WAT5
SEMA5B	H0Y5U2
SEMA5B	Q9P283
SEMA6A	A0A0A0MQU6
SEMA6A	B3KU01
SEMA6A	D6RAG9
SEMA6A	D6RCR0
SEMA6A	E9PDV9
SEMA6A	H0Y8V9
SEMA6A	Q9H2E6
SEMA6B	Q9BXR8
SEMA6B	Q9H3T3
SEMA6C	A0A087WYX3
SEMA6C	A0A087X0A5
SEMA6C	Q1RMY5
SEMA6C	Q24JR3
SEMA6C	Q9H3T2
SEMA6D	H0YL82
SEMA6D	H0YM97
SEMA6D	H0YMA6
SEMA6D	H0YMP7
SEMA6D	H0YMV0
SEMA6D	Q8NFY4
SEMA7A	F5GYX3
SEMA7A	H3BMF9
SEMA7A	O75326
SEMG1	A0JLP2
SEMG1	P04279
SEMG1	Q6Y806
SEMG1	Q6Y808
SEMG2	A0JLP3
SEMG2	Q02383
SEMG2	Q6IRW3
SENP2	C9IYB7
SENP2	F8WCX8
SENP2	F8WED6
SENP2	F8WED7
SENP2	F8WET6
SENP2	H7C1A0
SENP2	Q9HC62
SENP3	A0A087WV50
SENP3	A0A087WZ63
SENP3	J3KSF5
SENP3	J3QL36
SENP3	J3QRE4
SENP3	Q9H4L4
SENP5	C9JHT8
SENP5	H7C2F8
SENP5	H7C424
SENP5	Q96HI0
SENP6	D6RG09
SENP6	D6RJH1
SENP6	F8W6D9
SENP6	H0Y4F4
SENP6	H0Y8Y8
SENP6	L8E9U8
SENP6	L8ECG3
SENP6	Q9GZR1
SENP7	H7C1X8
SENP7	J3QT09
SENP7	Q9BQF6
SENP8	H3BS71
SENP8	H3BTJ8
SENP8	H3BTK5
SENP8	Q96LD8
SEPHS1	P49903
SEPHS1	Q5T5U6
SEPHS1	Q5T5U7
SEPHS2	B4E093
SEPHS2	J3KR58
SEPHS2	Q99611
SEPN1	A0A0D9SGI9
SEPN1	H9KV50
SEPN1	Q9NZV5
SEPP1	A0A024R047
SEPP1	A0A024R054
SEPP1	D6REX5
SEPP1	D6RIS9
SELP,SEPP1	P49908
SEPP1	R4GMT5
SEPSECS	D6R969
SEPSECS	H0Y9D2
SEPSECS	J3KP25
SEPSECS	Q9HD40
SEPW1	A0A024R0V8
SEPW1	A0A087WX02
SEPW1	F8WB74
SEPW1	M0QYX1
SEPW1	P63302
SERAC1	Q5JVM6
SERAC1	Q96JX3
SERAC1	U3KQE4
SERAC1	U3KQG3
SERBP1	D3DQ69
SERBP1	D3DQ70
SERBP1	Q8NC51
SERF1B	A0A0G2JNT0
SERF1A,SERF1B	D6RC42
SERF1A,SERF1B	D6RC90
SERF1A,SERF1B	D6RCL9
SERF1A,SERF1B	E5RHJ0
SERF1A,SERF1B	E5RIQ9
SERF1A,SERF1B	E5RIX6
SERF1A,SERF1B	O75920
SERF2	B8ZZY7
SERF2	B9A031
SERF2	C9JQZ0
SERF2	F8WBN3
SERF2	F8WBV6
SERF2	P84101
SERGEF	B4DFC0
SERGEF	E9PIU4
SERGEF	E9PIV0
SERGEF	E9PL52
SERGEF	E9PMV6
SERGEF	E9PR50
SERGEF	E9PS70
SERGEF	G3V1B4
SERGEF	H0YD20
SERGEF	H0YDC8
SERGEF	H0YE53
SERGEF	H0YEL8
SERGEF	H0YEV5
SERGEF	Q9UGK8
SERHL2	A0A0A0MSL7
SERHL2	A6ND93
SERHL2	B4DGG4
SERHL2	F2Z3M3
SERHL2	Q0VDJ0
SERHL2	Q9H4I8
SERHL2	Q9NQF3
SERINC1	Q9NRX5
SERINC2	D3DPN6
SERINC2	Q96AI1
SERINC2	Q96IM8
SERINC2	Q96SA4
SERINC3	L8E9G1
SERINC3	L8ECD5
SERINC3	Q13530
SERINC3	Q5H936
SERINC4	A6NH21
SERINC4	A6NM42
SERINC4	F8WBD8
SERINC4	H7C188
SERINC4	H7C303
SERINC5	A0A0A0MTB0
SERINC5	A0A0J9YYI4
SERINC5	D6RHG7
SERINC5	Q86VE9
SERP1	C9JSB0
SERP1	C9JUH5
SERP1	Q9Y6X1
SERP2	A0A087WTA6
SERP2	F2Z2S5
SERP2	H7C5W3
SERP2	Q8N6R1
SERPINA1	A0A024R6I7
SERPINA1	A0A0B4J278
SERPINA1	A0A0G2JRN3
SERPINA1	A0A0S2Z465
SERPINA1	E9KL23
SERPINA1	G3V2B9
SERPINA1	G3V387
SERPINA1	G3V4I7
SERPINA1	G3V544
SERPINA1	G3V5R8
SERPINA1	P01009
SERPINA10	A0A024R6I6
SERPINA10	G3V2W1
SERPINA10	Q9UK55
SERPINA11	Q86U17
SERPINA12	Q8IW75
SERPINA13P	Q6UXR4
SERPINA3	A0A024R6P0
SERPINA3	A0A087WY93
SERPINA3	G3V3A0
SERPINA3	G3V595
SERPINA3	G3V5I3
SERPINA3	P01011
SERPINA4	A0A024R6I9
SERPINA4	P29622
SERPINA5	A0A024R6N9
SERPINA5	G3V264
SERPINA5	G3V265
SERPINA5	G3V2M1
SERPINA5	G3V3F5
